customer_txn_count_60m,customer_amount_mean_prior,amount_deviation_ratio,is_new_device,is_new_merchant,location_shift,customer_device_degree,customer_merchant_degree,device_customer_degree,merchant_customer_degree,shared_device_customer_count,relationship_risk_score,is_fraud
2,11.96,-0.9708,0,0,0,2,3,1,2,2,0.4667,0
7,107.28,3.771,1,0,1,3,5,6,12,4,0.862,1
0,45.24,1.1188,1,0,0,1,3,0,9,0,0.0364,0
6,102.14,2.7414,1,1,0,4,9,5,11,3,0.8375,1
1,22.18,-0.4762,0,1,0,0,4,2,4,0,0.001,0
1,15.13,-0.2677,0,0,0,2,2,3,6,0,0.0066,0
0,22.67,-0.3101,0,0,0,2,3,0,2,0,0.0177,0
1,106.38,-1.0,0,0,0,0,4,3,8,0,0.1487,0
2,88.11,-0.2435,0,0,0,0,5,0,2,0,0.0539,0
0,98.64,0.6393,0,0,0,1,5,0,8,0,0.0,0
1,21.81,0.6238,0,0,0,0,3,1,5,0,0.0363,0
2,13.51,-0.7892,0,0,0,1,1,2,5,0,0.1268,0
2,123.21,-0.2903,0,1,0,3,1,0,8,0,0.0001,0
4,115.43,-0.9256,1,0,0,2,4,0,6,1,0.0963,0
2,57.19,0.3638,0,0,0,2,1,1,2,0,0.0132,0
8,158.14,3.9717,0,1,0,3,8,6,19,1,0.8449,1
1,35.63,0.57,0,0,0,3,5,3,6,0,0.347,0
2,147.28,0.8338,0,0,0,1,3,0,3,0,0.1992,0
13,113.67,1.318,1,0,0,6,6,5,14,5,0.6388,1
0,23.61,1.0194,0,1,0,2,2,1,5,0,0.18,0
0,112.67,0.218,0,0,0,2,2,1,3,1,0.1236,0
7,239.1,1.8062,1,0,0,4,4,6,13,4,0.8809,1
5,78.02,0.3993,0,0,0,0,1,1,5,0,0.1152,0
2,92.75,-0.3482,0,0,0,1,5,2,3,0,0.0367,0
1,33.38,-0.0922,0,0,0,0,3,1,7,0,0.1864,0
0,21.2,0.2071,0,0,0,1,2,1,3,0,0.0584,0
12,203.02,3.4442,1,0,0,3,6,3,10,4,0.7881,1
5,62.32,0.6587,0,0,0,1,2,1,5,0,0.0001,0
0,6.78,-0.8213,0,0,0,4,2,0,1,0,0.1185,0
0,41.45,-1.0,1,0,0,2,3,1,3,0,0.0069,0
1,37.33,0.9629,0,0,0,4,3,4,6,0,0.0193,0
2,27.53,-0.8715,0,1,1,1,4,3,7,1,0.0222,0
4,94.95,0.1611,0,0,0,1,2,1,4,0,0.045,0
0,47.59,-0.2597,0,0,0,3,3,0,6,2,0.0701,0
0,30.36,0.32,0,1,0,1,3,2,5,0,0.0091,0
0,48.28,0.2886,1,0,0,1,3,0,8,0,0.0,0
7,235.99,1.8025,1,0,1,4,13,2,15,1,0.7911,1
1,8.16,-0.8922,0,0,0,0,3,2,7,0,0.3031,0
0,120.13,0.3557,0,0,0,2,2,0,3,0,0.026,0
12,109.95,1.7233,0,0,1,7,8,7,19,2,0.7935,1
1,73.11,0.6367,0,0,0,0,2,1,5,0,0.0032,0
2,108.76,-1.0,0,0,0,3,4,0,6,0,0.0509,0
1,7.54,0.0991,0,0,0,2,3,1,3,0,0.0161,0
1,31.59,0.2151,0,0,0,1,5,0,8,0,0.0766,0
2,19.03,-0.0399,0,0,0,2,5,4,2,0,0.058,0
0,18.98,0.1866,0,1,0,2,3,0,7,0,0.0998,0
1,44.06,-0.6846,0,0,0,6,4,0,6,0,0.0558,0
1,33.13,-0.5006,0,0,0,0,2,0,4,0,0.0337,0
8,110.89,3.9443,1,0,0,4,11,6,24,1,0.9629,1
4,41.44,-0.3683,0,0,0,0,4,2,5,0,0.1485,0
0,48.77,-0.6005,0,0,0,1,2,0,5,0,0.0,0
2,41.94,0.5388,0,0,0,0,5,0,4,0,0.1876,0
14,231.78,3.5261,0,0,0,3,12,1,20,2,0.7347,1
0,55.17,0.4733,0,0,0,1,2,2,2,1,0.0608,0
1,4.34,0.0699,0,0,0,3,2,0,8,0,0.0206,0
7,140.47,2.3707,0,1,0,4,6,6,15,3,0.9822,1
1,60.33,-0.5212,0,1,0,1,4,2,5,0,0.332,0
0,36.89,-0.7093,0,0,0,0,3,2,5,0,0.0187,0
1,51.13,-0.4596,0,0,0,1,2,0,5,0,0.0083,0
5,34.81,0.9398,0,0,0,0,3,2,5,0,0.0006,0
2,16.94,1.7374,0,0,0,1,1,0,4,0,0.0074,0
2,79.16,1.575,0,0,0,4,4,0,5,0,0.0039,0
1,44.1,-0.348,0,0,0,0,4,0,5,0,0.4019,0
4,86.75,0.0617,0,1,0,3,4,3,7,0,0.2594,0
1,2.27,0.4275,0,0,0,0,1,3,4,1,0.0087,0
1,47.15,-0.3115,0,0,0,1,1,1,5,0,0.0626,0
10,107.26,3.4906,1,1,0,1,9,3,7,7,0.4428,1
1,88.83,-0.6108,0,0,0,0,3,1,3,0,0.0253,0
1,35.05,-0.5095,0,0,0,2,4,0,6,1,0.088,0
1,88.07,1.5164,0,0,0,0,3,0,7,0,0.0049,0
4,17.81,0.4893,0,0,0,1,0,1,3,0,0.0269,0
2,32.04,-0.492,0,0,1,0,4,1,4,1,0.0444,0
1,14.03,0.1084,0,0,0,1,1,0,3,0,0.0233,0
3,69.92,-0.8876,0,0,0,1,2,0,2,1,0.3125,0
1,81.27,1.1877,0,0,0,1,5,0,3,0,0.1179,0
0,23.03,0.6439,0,0,1,1,4,1,7,0,0.0211,0
2,30.21,-0.9779,0,0,1,1,3,3,3,0,0.1031,0
2,24.76,-0.0143,1,0,0,2,2,2,7,0,0.0827,0
0,80.48,-0.3238,0,0,0,0,5,0,4,0,0.0,0
10,85.92,3.6793,1,1,0,5,12,6,17,3,0.8868,1
1,26.84,-0.1789,0,0,0,4,3,1,6,1,0.0118,0
1,12.94,0.0972,0,0,0,2,1,2,6,0,0.0056,0
2,73.11,-0.4906,1,1,0,1,2,0,6,0,0.1237,0
0,22.1,-0.3397,1,0,0,2,5,0,6,0,0.032,0
1,20.12,-0.036,0,0,0,0,5,1,5,0,0.021,0
2,2.91,0.7159,0,0,0,1,2,1,4,1,0.0023,0
5,55.79,0.3362,0,0,0,0,3,1,6,1,0.1874,0
0,74.46,-0.3486,0,1,0,2,2,0,7,3,0.0938,0
2,27.22,0.3299,0,0,0,4,4,2,9,0,0.1895,0
6,127.61,3.4109,0,1,0,4,8,5,14,6,0.7705,1
0,28.83,0.6696,0,0,0,1,4,3,2,1,0.0716,0
0,18.23,-1.0,0,0,0,0,1,1,7,0,0.0307,0
1,2.76,-0.0974,0,0,0,2,1,2,3,0,0.232,0
6,105.74,2.1528,1,1,0,2,7,5,14,4,0.6663,1
11,204.92,0.9895,1,1,0,6,6,5,15,4,0.8237,1
1,37.17,1.1472,0,0,0,2,1,0,4,0,0.0265,0
2,36.19,-1.0,0,0,0,3,2,0,6,1,0.0346,0
8,99.09,4.1653,1,1,0,3,6,8,11,0,0.5256,1
1,40.39,-0.6862,0,0,0,0,3,1,6,1,0.0028,0
4,53.08,-1.0,0,0,0,1,2,3,4,0,0.0141,0
3,22.69,1.0405,0,0,0,0,1,1,6,0,0.0,0
3,38.21,-0.4437,0,0,0,0,3,1,3,0,0.0988,0
1,143.92,0.2456,0,1,0,3,2,2,2,1,0.0057,0
1,13.99,-0.6884,0,0,0,0,1,3,3,0,0.0277,0
4,150.22,3.808,1,0,1,6,1,9,15,5,0.965,1
2,98.39,-0.2709,0,0,0,3,1,1,6,1,0.0002,0
8,218.75,3.3983,0,0,1,5,11,3,19,2,0.564,1
1,36.38,1.4253,0,0,0,0,1,1,7,0,0.4162,0
0,31.58,-0.4665,1,0,0,3,2,3,3,0,0.0399,0
1,74.38,0.8797,1,0,0,1,4,1,5,0,0.2825,0
2,63.95,-1.0,0,1,0,0,6,1,1,0,0.0069,0
3,7.21,0.7172,0,0,0,1,6,2,6,0,0.0387,0
0,9.02,-0.5537,0,0,0,0,1,1,6,1,0.1059,0
1,13.02,-0.1846,0,0,0,0,3,0,6,0,0.1234,0
5,108.25,-0.2262,0,0,0,0,4,2,2,1,0.1914,0
0,152.33,0.9782,0,0,0,2,2,1,0,0,0.0111,0
3,46.15,-0.7824,0,0,0,1,2,1,4,1,0.0008,0
1,114.07,-1.0,0,0,0,1,5,2,5,0,0.0296,0
0,47.72,-0.6517,0,1,0,2,2,0,6,0,0.0239,0
1,6.2,0.6358,0,0,0,1,3,1,4,1,0.0502,0
1,107.19,-0.2204,0,0,0,1,3,2,5,1,0.0108,0
1,7.55,0.6188,0,0,0,2,3,1,7,0,0.015,0
1,42.86,0.512,0,0,0,3,2,0,3,1,0.1086,0
3,134.01,-1.0,0,0,0,0,5,1,2,0,0.0197,0
8,131.43,3.2788,0,1,0,5,7,7,16,4,0.9873,1
3,13.02,-0.069,0,0,0,0,4,0,4,0,0.0442,0
2,59.41,-0.0422,1,0,0,3,1,1,7,2,0.012,0
1,62.57,0.8244,0,0,0,0,1,1,4,0,0.0578,0
1,21.2,-0.0714,0,0,0,1,4,5,2,0,0.0485,0
1,1.08,0.6584,0,0,0,2,2,0,6,0,0.3279,0
0,17.38,0.2355,0,0,1,1,6,1,4,2,0.0046,0
2,24.9,-0.4535,0,1,0,5,4,1,7,0,0.0552,0
2,110.15,0.3107,0,0,1,2,3,1,4,1,0.3674,0
2,98.83,-0.5827,0,1,1,1,5,1,4,0,0.0925,0
2,9.44,0.4843,0,1,1,2,3,1,4,2,0.0064,0
3,13.87,1.6928,0,1,0,1,5,1,5,0,0.0317,0
1,128.95,0.4064,0,1,0,0,7,2,6,1,0.1557,0
0,19.69,-0.5652,1,0,0,0,2,2,11,1,0.0573,0
2,11.09,-0.2414,0,0,0,0,1,1,3,0,0.1028,0
2,14.93,1.2643,0,0,0,1,1,0,5,0,0.0085,0
4,46.85,-0.3566,0,0,0,0,1,0,9,0,0.0131,0
0,29.52,0.2672,0,0,0,0,4,0,8,1,0.0257,0
0,38.82,-1.0,0,1,0,2,1,0,4,0,0.5343,0
1,116.37,-0.921,0,0,0,0,0,0,9,0,0.1795,0
0,10.31,-0.2139,0,0,0,2,1,2,3,1,0.1089,0
1,73.95,-0.0897,0,0,0,0,3,1,4,1,0.1329,0
2,37.09,0.2573,0,0,0,0,3,1,4,1,0.0294,0
13,99.91,3.2631,1,0,1,3,13,4,11,1,0.8112,1
7,23.24,1.7053,1,1,0,2,7,3,15,3,0.5558,1
2,46.46,-1.0,0,0,0,1,4,1,4,0,0.1588,0
6,196.16,2.7167,1,0,0,2,7,2,17,4,0.7116,1
0,37.84,1.4784,0,0,0,0,4,1,5,0,0.0009,0
2,42.05,1.0528,0,0,0,1,4,1,4,0,0.0341,0
8,144.61,2.9892,1,1,0,7,5,5,12,4,0.787,1
0,60.54,-0.1589,0,0,0,2,4,1,5,0,0.1825,0
3,16.98,0.0115,1,0,0,2,3,2,5,0,0.1739,0
2,106.26,0.6188,0,0,0,0,1,0,8,0,0.0073,0
4,37.13,0.3534,1,0,0,2,3,1,7,0,0.0149,0
8,182.07,2.1172,0,1,1,2,8,3,19,7,0.1198,1
1,25.98,-1.0,0,1,0,2,3,2,6,0,0.0228,0
3,130.02,0.0825,0,0,0,1,1,0,3,0,0.1258,0
2,28.16,-0.6805,0,0,0,3,1,1,5,1,0.0039,0
11,71.77,2.0774,0,1,1,4,7,6,20,2,0.9623,1
1,64.9,-0.5457,1,0,0,0,1,1,1,1,0.0512,0
3,133.87,0.8548,0,0,0,1,2,3,4,0,0.0285,0
2,7.85,0.4988,0,0,0,1,2,0,5,1,0.0379,0
2,29.87,0.884,0,0,0,0,5,1,2,0,0.004,0
0,68.76,0.7599,0,1,0,1,3,1,3,0,0.2093,0
2,15.12,1.1235,0,0,0,2,5,1,3,2,0.0582,0
1,71.77,0.4035,0,0,0,1,3,1,6,0,0.0022,0
1,18.9,-0.3237,0,0,0,3,2,2,3,0,0.0384,0
11,107.58,1.1875,0,1,1,7,10,4,13,4,0.8494,1
1,41.8,-0.296,0,1,0,1,3,1,7,0,0.062,0
0,12.68,-0.6366,0,0,0,1,2,3,11,0,0.0048,0
7,112.18,4.0624,1,1,0,4,11,4,14,2,0.5901,1
2,28.6,-0.8656,0,0,0,2,4,0,5,1,0.096,0
2,65.22,0.2992,0,0,0,4,3,1,5,0,0.0492,0
2,76.28,-0.9668,0,0,0,0,8,1,7,0,0.0124,0
2,48.62,0.4246,0,0,0,4,2,1,5,1,0.0023,0
1,8.57,-0.7465,0,0,0,2,1,2,5,0,0.1,0
1,21.13,-0.0761,0,0,0,0,2,0,8,0,0.0387,0
2,19.23,-0.3369,1,0,0,2,3,0,5,1,0.0016,0
7,125.53,1.4615,1,0,0,4,6,5,20,9,0.8001,1
1,87.08,0.3471,0,0,0,2,3,2,4,0,0.0002,0
1,15.52,-0.4542,0,0,0,1,1,2,3,0,0.1837,0
11,66.23,1.6492,0,1,1,5,11,4,11,5,0.5892,1
3,60.24,-1.0,0,0,0,0,2,0,6,1,0.2092,0
1,27.43,-0.3046,0,0,0,0,3,0,6,0,0.0008,0
1,38.77,0.0925,0,0,0,1,3,3,6,0,0.0081,0
6,103.44,2.3134,0,0,0,3,5,1,14,4,0.8216,1
3,35.03,-0.7959,0,0,0,1,2,0,12,0,0.1212,0
0,68.73,-1.0,0,1,0,0,3,1,1,0,0.0239,0
1,8.47,0.4026,0,0,0,1,3,2,4,0,0.0475,0
1,28.26,0.5494,0,0,0,2,2,2,4,0,0.0799,0
1,17.98,-0.316,0,0,0,1,1,3,4,0,0.1322,0
3,46.28,0.305,0,0,0,1,5,0,3,0,0.1553,0
2,43.67,-0.4174,0,0,0,0,2,1,2,0,0.0063,0
1,52.8,-0.5718,0,0,0,1,6,0,4,0,0.0002,0
1,16.78,-0.4804,0,1,0,1,5,3,5,0,0.042,0
4,31.99,0.3574,0,0,0,0,3,1,2,0,0.1752,0
6,193.87,3.4949,0,0,1,3,11,1,19,4,0.727,1
3,47.37,0.6023,0,0,0,1,0,0,5,0,0.0204,0
1,7.86,-0.8627,0,0,0,1,4,0,5,2,0.0545,0
0,50.54,0.0774,0,0,0,1,3,0,5,0,0.0331,0
1,43.7,1.0061,0,0,0,1,3,3,11,1,0.0254,0
6,233.93,2.3504,0,1,1,6,10,7,12,2,0.7639,1
14,155.08,1.4419,1,1,1,4,7,7,9,1,0.8338,1
0,48.5,-0.6554,0,0,0,5,3,0,8,0,0.0322,0
1,45.01,-1.0,0,0,0,1,1,2,9,0,0.0705,0
10,89.59,2.07,1,0,1,5,11,3,16,3,0.889,1
11,109.28,2.1639,0,0,0,6,5,9,12,3,0.4639,1
0,1.87,-0.3801,0,0,0,1,4,1,5,0,0.0951,0
12,117.22,2.6861,0,1,1,4,6,5,19,2,0.8505,1
1,45.72,0.2693,0,1,0,3,4,0,5,0,0.5684,0
3,30.5,-0.7848,0,0,0,4,3,1,8,0,0.0387,0
2,18.93,-0.7722,0,0,0,1,2,1,1,0,0.1083,0
3,94.44,0.057,0,0,1,0,2,0,10,0,0.0435,0
3,66.68,0.492,0,0,0,1,2,0,4,0,0.2599,0
2,109.98,0.7518,0,0,0,1,4,2,3,2,0.1216,0
1,19.61,0.3936,0,1,0,1,2,0,4,1,0.001,0
3,60.78,-0.8922,0,0,0,1,1,1,5,0,0.0163,0
2,77.17,1.4783,0,0,0,4,3,0,4,0,0.0766,0
1,58.92,-0.042,0,0,0,1,3,0,3,0,0.0443,0
1,105.59,0.2738,0,1,0,4,1,1,5,2,0.0385,0
1,11.61,0.537,0,0,0,2,7,2,2,1,0.0002,0
2,25.78,-0.289,0,0,0,0,2,3,3,1,0.0323,0
1,13.99,-0.2456,0,0,0,2,4,1,6,0,0.0372,0
1,71.03,0.5921,1,0,0,3,7,1,2,0,0.145,0
0,94.96,-0.0034,0,0,0,1,3,0,5,0,0.1579,0
4,99.04,1.2726,0,0,0,1,2,2,13,2,0.0156,0
2,83.18,1.1822,0,0,0,4,3,0,1,1,0.0554,0
0,6.2,1.2903,0,0,0,0,4,1,6,0,0.0268,0
12,241.28,3.04,1,0,1,9,7,1,16,2,0.9329,1
1,5.79,0.6762,0,1,0,1,3,0,5,0,0.0878,0
1,60.56,-1.0,0,1,0,2,2,2,6,0,0.0007,0
1,20.93,1.4159,0,0,0,3,1,2,4,0,0.1316,0
6,162.7,1.1383,1,0,0,3,10,6,14,3,0.472,1
8,115.83,1.6143,1,0,1,5,7,6,13,5,0.7541,1
7,117.56,2.2152,0,1,1,2,7,7,13,3,0.3807,1
1,69.18,1.2114,0,0,0,2,2,1,10,0,0.0069,0
1,26.92,-0.0909,0,0,0,0,1,1,6,0,0.259,0
2,11.7,0.4793,0,0,1,1,3,2,3,0,0.0253,0
10,114.36,1.3831,0,0,0,6,3,5,18,3,0.7934,1
2,27.95,0.7729,0,0,0,2,1,0,1,1,0.0785,0
1,14.86,1.2331,0,1,0,2,6,1,1,0,0.0435,0
1,158.06,-0.9429,0,0,0,2,4,2,10,0,0.0389,0
2,8.03,-0.6982,0,0,0,0,1,0,4,0,0.0305,0
1,81.18,0.8222,0,0,0,1,6,1,4,0,0.0431,0
2,88.92,0.5155,0,0,0,0,4,1,6,1,0.0287,0
2,20.76,0.2152,0,0,0,1,4,2,4,1,0.2142,0
3,52.01,-0.6555,0,0,0,0,3,1,4,0,0.035,0
3,69.65,-0.1545,0,0,0,0,2,3,5,0,0.0364,0
0,30.87,-0.1941,0,0,0,3,3,3,6,0,0.0774,0
0,69.23,-0.8756,0,0,0,4,3,1,5,0,0.3013,0
2,39.59,0.402,0,0,0,0,4,1,7,0,0.2299,0
2,19.2,-0.2488,0,0,1,1,6,3,4,0,0.0095,0
0,9.77,-1.0,0,0,0,1,3,1,3,0,0.0043,0
0,97.65,0.8237,0,0,0,3,2,0,7,1,0.075,0
2,147.99,-0.3308,0,0,0,2,2,0,7,0,0.0002,0
13,32.78,1.334,1,0,0,5,9,4,17,2,0.9244,1
11,85.87,2.0183,1,1,1,4,9,7,11,1,0.8655,1
1,100.2,-1.0,0,0,0,1,3,3,4,0,0.278,0
0,49.09,-0.0018,0,0,0,2,4,0,3,0,0.002,0
3,70.22,-0.4044,0,0,0,0,3,1,4,0,0.0036,0
8,105.6,2.4254,1,0,0,2,7,5,9,2,0.5354,1
1,70.35,0.314,0,0,0,0,3,1,4,0,0.4945,0
0,44.5,0.459,0,1,0,1,4,0,6,0,0.0673,0
0,28.44,-1.0,0,1,0,0,0,0,3,1,0.0916,0
2,76.14,0.8352,1,0,0,0,5,1,4,1,0.3137,0
9,102.9,2.4876,1,1,1,1,6,2,24,3,0.4641,1
0,11.7,1.0439,0,0,0,0,3,3,7,0,0.0143,0
0,128.62,0.7764,0,0,0,0,4,0,9,1,0.1192,0
1,34.97,-1.0,0,1,0,3,1,1,6,0,0.0066,0
5,69.74,0.9856,1,0,0,3,11,9,13,6,0.6114,1
0,55.5,1.0251,0,0,0,1,7,0,6,0,0.1885,0
10,158.22,1.2344,1,0,1,10,6,6,17,3,0.6594,1
4,22.07,-0.8967,0,0,0,0,3,3,1,0,0.0229,0
2,26.2,0.0479,0,0,0,4,2,1,4,1,0.2853,0
8,110.3,2.6634,0,1,1,4,5,2,18,4,0.2359,1
7,119.83,3.9745,0,0,1,3,11,6,8,6,0.6401,1
1,97.87,0.972,0,0,0,0,4,0,0,0,0.002,0
2,66.53,-1.0,0,0,0,0,2,2,5,0,0.0089,0
2,78.38,0.252,0,0,0,1,5,0,6,2,0.1389,0
1,30.9,-0.4333,0,0,0,1,4,0,5,2,0.5599,0
3,79.51,-0.2794,0,0,0,2,1,0,12,0,0.0051,0
1,18.59,-0.4505,0,0,0,2,3,5,3,0,0.0004,0
0,36.15,-0.3198,0,0,0,7,6,1,5,1,0.0351,0
6,121.0,2.4572,1,0,0,4,5,5,13,5,0.874,1
1,37.44,1.3321,0,0,0,2,6,0,6,1,0.6777,0
1,29.49,0.1962,0,0,0,2,4,2,3,0,0.048,0
1,28.84,0.8217,0,0,0,0,1,0,2,1,0.0006,0
1,37.19,-1.0,0,0,0,2,2,2,3,0,0.0461,0
1,88.18,0.8364,0,0,0,2,1,2,4,0,0.0759,0
2,42.8,-0.5034,0,1,0,3,3,3,4,1,0.1067,0
0,21.13,0.4382,0,1,0,2,2,1,10,0,0.0056,0
3,84.46,0.9697,0,0,1,0,4,2,8,1,0.1223,0
4,233.82,2.4821,0,1,0,4,11,7,18,1,0.589,1
2,97.11,-0.6025,0,0,0,2,3,1,5,0,0.0148,0
7,152.06,3.2933,1,1,1,3,9,4,19,1,0.7183,1
2,20.34,1.586,0,0,0,2,4,2,0,0,0.0021,0
10,140.39,1.1568,0,1,0,6,3,5,10,4,0.7221,1
1,32.23,0.0507,0,0,0,1,4,2,3,1,0.028,0
1,28.07,-0.4938,0,0,0,4,4,6,5,0,0.2697,0
0,49.54,0.1951,0,0,0,2,2,1,6,0,0.0284,0
1,76.23,0.6123,0,1,0,2,5,0,5,2,0.0268,0
1,31.55,0.4696,0,1,0,1,3,0,5,0,0.0183,0
0,14.78,0.7685,1,0,0,2,2,1,4,1,0.0025,0
11,149.42,2.3298,1,1,0,3,6,5,12,0,0.4618,1
13,144.82,1.8122,1,1,0,4,12,3,13,0,0.386,1
12,134.77,0.1575,0,1,0,2,5,9,21,5,0.8514,1
6,268.7,3.3153,1,1,0,2,10,7,14,7,0.9082,1
8,162.55,2.8366,1,0,1,7,9,6,16,7,0.8007,1
2,23.46,0.5722,0,0,0,1,5,3,2,0,0.0699,0
9,55.24,2.2403,1,1,0,3,12,12,13,4,0.7252,1
2,18.64,0.4001,0,0,0,1,1,0,5,0,0.074,0
6,74.42,0.9587,0,0,0,0,3,1,10,0,0.0462,0
11,164.37,2.6639,0,1,0,0,4,5,19,5,0.8197,1
9,133.0,1.9053,1,0,1,5,11,2,23,5,0.7724,1
0,121.66,-0.3661,0,1,0,1,3,2,1,0,0.0636,0
0,92.68,0.5416,0,0,0,1,1,1,10,1,0.0097,0
8,183.98,2.3213,1,1,1,5,7,0,15,7,0.5945,1
11,24.73,1.4297,1,1,0,0,5,6,13,1,0.705,1
0,23.49,-0.8994,0,0,0,2,2,0,2,1,0.0131,0
0,31.5,-0.6875,0,0,0,0,2,1,9,1,0.0313,0
2,26.71,0.5095,0,0,0,3,2,1,4,0,0.0271,0
3,19.88,-0.0497,0,0,0,1,2,0,5,1,0.1168,0
1,40.2,-0.7991,0,0,0,3,3,2,10,0,0.0938,0
5,181.34,3.0546,1,1,0,3,9,5,17,5,0.8048,1
5,70.87,2.7367,0,0,0,2,7,3,18,4,0.9645,1
0,32.17,0.6775,0,0,0,1,2,0,5,0,0.2457,0
0,56.67,1.4119,0,0,0,2,4,3,5,0,0.0402,0
1,132.39,-0.2648,0,0,0,1,1,3,7,1,0.0843,0
0,68.41,-0.2211,0,1,0,0,3,3,6,1,0.0033,0
9,244.44,3.3438,1,1,1,6,7,6,27,4,0.3021,1
0,55.57,-0.4422,0,0,0,2,7,1,6,1,0.0018,0
1,6.36,1.0019,0,0,0,0,5,2,5,1,0.005,0
2,126.81,-0.5572,0,0,0,2,1,2,3,0,0.08,0
5,95.94,2.7244,1,0,0,4,8,3,11,7,0.9726,1
1,54.93,0.7134,0,0,0,1,4,0,7,0,0.0019,0
8,204.19,2.2911,0,1,0,6,6,6,26,6,0.5593,1
0,64.07,1.5708,0,0,0,1,5,2,3,0,0.433,0
1,45.8,1.2049,1,0,0,0,6,1,4,1,0.3887,0
2,4.46,-0.17,0,0,0,0,2,1,1,0,0.1904,0
0,26.76,1.0313,0,0,0,1,2,1,0,1,0.0205,0
2,22.21,-0.0689,0,0,0,0,2,1,5,0,0.0001,0
1,100.52,-0.9389,0,1,0,4,4,3,6,1,0.0322,0
2,31.38,-0.9375,0,0,0,1,1,1,4,0,0.0545,0
0,39.28,-0.3448,0,0,0,0,0,0,5,0,0.0813,0
2,12.94,-0.8854,0,0,0,0,0,3,9,0,0.0103,0
10,87.39,2.991,1,0,0,8,7,9,18,7,0.8681,1
2,23.3,-0.5847,0,0,0,1,2,2,5,1,0.0108,0
7,213.89,3.1573,1,1,0,4,7,3,24,8,0.822,1
2,64.7,-0.2074,0,0,0,2,2,0,7,0,0.1159,0
6,118.51,4.3307,1,1,1,5,12,5,13,3,0.7302,1
1,20.96,-0.7917,0,1,0,2,6,0,1,0,0.0185,0
0,100.88,0.1405,0,0,0,2,7,2,5,1,0.0019,0
8,178.54,3.1785,0,1,0,6,6,1,13,3,0.7583,1
0,109.38,0.3089,0,0,0,0,7,1,7,1,0.0003,0
1,119.81,-0.5047,0,0,0,1,2,2,4,1,0.0215,0
5,139.68,4.7331,1,0,0,2,10,9,5,6,0.9776,1
6,189.24,3.8158,1,1,1,1,7,4,10,2,0.2636,1
1,56.8,0.9063,0,0,0,2,3,1,3,0,0.0057,0
3,22.29,-1.0,1,0,0,1,3,2,5,0,0.0021,0
2,45.04,-1.0,0,0,0,1,1,0,8,0,0.2532,0
1,15.53,-0.4489,0,0,0,0,5,0,4,0,0.0107,0
2,50.2,0.5421,1,1,1,0,5,1,0,0,0.0004,0
2,35.48,0.2645,0,0,0,1,8,0,6,1,0.0052,0
7,174.81,1.7303,0,1,0,3,11,2,20,4,0.8614,1
1,7.2,0.7643,0,0,0,0,3,1,5,0,0.0111,0
3,27.63,0.3135,0,0,0,1,4,3,3,0,0.3483,0
0,37.47,-0.1876,0,0,0,3,3,0,4,0,0.0029,0
4,74.51,-1.0,0,1,0,0,0,1,2,0,0.186,0
14,69.16,2.1017,0,1,1,3,8,5,16,4,0.6009,1
1,39.56,-0.6601,0,0,0,1,1,1,4,1,0.0096,0
0,76.29,0.9859,0,0,0,1,2,1,5,2,0.0025,0
3,128.31,0.1732,0,0,0,5,3,2,4,0,0.1848,0
3,29.94,0.2959,0,0,0,2,4,3,8,0,0.0082,0
3,21.09,-0.5439,0,0,0,0,1,0,8,0,0.0068,0
2,60.04,0.41,0,0,0,1,4,0,3,2,0.0002,0
1,49.02,-0.3804,0,0,0,0,3,0,4,0,0.0303,0
0,17.26,0.1435,0,0,0,1,3,1,5,1,0.1126,0
3,17.56,-0.7745,0,0,0,0,1,0,7,0,0.0079,0
4,32.84,-0.2012,0,0,0,3,2,2,5,0,0.0074,0
2,81.68,-0.3897,0,0,0,3,3,0,0,0,0.0148,0
4,87.66,-1.0,0,1,0,2,2,1,4,0,0.0033,0
1,31.71,0.4525,0,0,0,1,2,2,5,0,0.3995,0
13,187.68,2.6335,1,0,0,4,9,3,13,4,0.4855,1
0,124.88,-0.4551,0,0,0,0,3,0,5,1,0.0843,0
0,21.97,-1.0,1,1,0,2,3,0,7,0,0.0068,0
2,35.07,-1.0,0,1,0,1,1,2,3,0,0.0017,0
8,193.99,1.9729,1,1,1,1,9,8,9,7,0.7717,1
2,33.15,0.7941,1,0,0,2,3,4,4,0,0.0003,0
0,142.89,0.008,0,0,0,2,6,0,7,2,0.1828,0
9,74.84,1.323,1,1,1,1,6,4,14,3,0.6799,1
6,189.28,1.3218,0,1,0,1,7,3,16,2,0.7269,1
2,61.7,1.4649,0,0,0,1,4,0,10,1,0.0111,0
3,10.28,-1.0,0,0,0,3,1,3,2,0,0.29,0
2,129.9,0.4568,0,0,0,0,4,1,9,0,0.0001,0
2,27.53,-0.5643,0,0,0,2,2,2,6,2,0.0319,0
1,24.06,0.0763,0,1,0,0,3,1,5,0,0.0197,0
1,4.22,-0.1723,0,0,0,3,5,1,4,0,0.0001,0
2,44.55,-0.4255,0,0,0,0,1,1,4,1,0.0009,0
1,31.29,-0.1018,0,0,0,1,2,2,5,0,0.002,0
7,242.02,2.4499,1,1,0,6,6,1,12,3,0.6119,1
2,53.38,0.7961,0,0,0,1,5,2,2,0,0.0031,0
4,44.58,1.1125,0,0,0,1,3,1,0,0,0.0,0
